Name,Comment,Time,Likes,Reply Count,Subjectivity,Polarity,Analysis
@doraemon_hub_sh,Thank you bro,2023-09-06T14:25:33Z,0,0,0.0,0.0,Neutral
@Mhdiaslanidev,Ur a linux user and u don t use firefox ,2023-08-30T17:34:02Z,15,11,0.0,0.0,Neutral
@_RonaK__,Ya I also want to know  How he is using chrome,2023-11-19T17:22:35Z,3,,0.0,0.0,Neutral
@pranjalgajaya702,  _RonaK__ I uses linux and uses chrome  ,2023-11-21T10:40:32Z,2,,0.0,0.0,Neutral
@_RonaK__,  pranjalgajaya702my PC is 4gb ram and I m using Linux Can I also use windows apps on Linux without lag,2023-11-22T03:33:44Z,1,,0.0,0.0,Neutral
@pranjalgajaya702,  _RonaK__ not all windows app but only few ,2023-11-22T08:34:18Z,1,,0.55,-0.1,Negative
@_RonaK__,  pranjalgajaya702 like  ,2023-11-23T05:59:52Z,1,,0.0,0.0,Neutral
@hardVatsuki,braindead comment section,2023-12-19T17:56:24Z,0,,0.0,0.0,Neutral
@Vincent28238,Yeah that s illegal,2024-02-03T16:47:24Z,2,,0.5,-0.5,Negative
@ComikaGD,  pranjalgajaya702same here,2024-03-03T15:17:19Z,0,,0.0,0.0,Neutral
@MahnusiaHitamBonar,Maybe its chromium with custom icon,2024-03-03T15:32:03Z,0,,0.0,0.0,Neutral
@jus_jax6203,No  FireFox is ass lmao ,2024-03-07T20:57:04Z,0,,1.0,0.6,Positive
@rajniti_247,This will be disrespect of Firefox for Linux  ,2024-04-17T12:00:48Z,0,,0.0,0.0,Neutral
@lacedvr,do u need dev mode ,2023-08-02T03:56:00Z,0,0,0.0,0.0,Neutral
@rishavshaw-zz2uo,But sir what about c   runtime environment and  net framework need for windows software can I install that too  Or the software that need these 2 doesn t work,2023-07-30T10:15:13Z,4,1,0.0,0.0,Neutral
@-.nocturna.-,Wine asked me to download the  NET stuff    but installation of my program failed anyway,2024-03-06T19:48:29Z,0,,0.15,-0.25,Negative
@nielsendavid9543,Thanks so much for this,2023-07-17T13:14:06Z,3,0,0.2,0.2,Positive
@elvinliyev9354,Hello Bro  Thank you very much,2023-06-17T12:57:10Z,1,0,0.26,0.26,Positive
@fernandotorres_137,And how do i delete a version node ,2024-01-19T09:50:42Z,1,0,0.0,0.0,Neutral
@axw-ei3fn,Its working ,2023-12-05T17:35:33Z,1,0,0.0,0.0,Neutral
@user-wy2wd2we4h,Getting connection time out  again and again,2023-11-06T09:46:41Z,2,0,0.0,0.0,Neutral
@vitozdev,Thank you my friend  ,2023-10-18T16:58:11Z,1,0,0.0,0.0,Neutral
@aboud_kan,thank you so much,2024-05-02T18:10:13Z,0,0,0.2,0.2,Positive
@Alvin-eq5rc,Thank you so much brother ,2024-04-28T14:56:52Z,0,0,0.2,0.2,Positive
@daysaver911,This saved my life  Thanks,2024-04-27T17:14:11Z,0,0,0.2,0.2,Positive
@AyeshaKhan-om9mu,Thanks it s helpful  ,2024-04-27T08:55:32Z,0,0,0.2,0.2,Positive
@JOCC07,thanks  you helped me,2024-04-24T02:57:41Z,0,0,0.2,0.2,Positive
@felipearrais5415,Very nice  Can you add the command in the description ,2024-04-08T03:03:34Z,0,0,1.0,0.78,Positive
@kevinmarshall1239,super helpful thanks ,2024-04-07T21:26:47Z,0,0,0.43333333333333335,0.26666666666666666,Positive
@PostMapping,Thank you very helpful   ,2024-03-27T12:09:41Z,0,0,0.3,0.2,Positive
@kapesme,thank you  ,2024-03-17T16:29:52Z,0,0,0.0,0.0,Neutral
@elinjoroge3661,Great tutorial but u failed to give us the command in description,2024-03-17T10:29:23Z,0,0,0.525,0.15000000000000002,Positive
@Carlos1979Mad,well   not 2 days  but 2 hours trying to fix this  ty Sir,2024-03-06T11:55:15Z,0,0,0.0,0.0,Neutral
@thearunmaurya,I have two systems and two emails  I want to set up to GitHub and I want to make two     emails as a team one of admin and one for member   I setup with vs code  my problem is when I push or commit the code git did not ask password and username but I want every time when I push the code git always asks for password and username it also did not find on  azure devops if any solution please help ,2024-03-03T16:45:09Z,0,0,0.0,0.0,Neutral
@manojv2893,Thank you ,2024-02-20T08:18:02Z,0,0,0.0,0.0,Neutral
@nitinrawat5488,is these access will give write access permission to other user who don t owns the repo ,2024-02-17T09:05:22Z,0,0,0.375,-0.125,Negative
@frederickc.skerbergs7133,Brief tutorial  worked perfectly  Thank you ,2024-01-25T13:25:06Z,0,0,0.6666666666666666,0.5,Positive
@saikiran0311,no such remote origin comming bro,2024-01-25T07:26:47Z,0,0,0.35,-0.05,Negative
@ravichandraofficial2935,Thank you bro  it is working ,2024-01-24T05:22:41Z,0,0,0.0,0.0,Neutral
@netvip3r,wow   well done  I was racking my head for 2 days trying to figure out what changes they had made  I had already migrated my repos off of Github  but tried to push some changes on someone else s repo and found myself stuck   Man did it feel good to have migrated out lol,2024-01-20T10:26:35Z,1,0,0.7666666666666666,0.5333333333333333,Positive
@Do_You_Know-sg5jx,Thanks Bro ,2024-01-17T15:48:16Z,0,0,0.2,0.2,Positive
@kayne4701,Thank you ,2024-01-11T08:12:22Z,0,0,0.0,0.0,Neutral
@scube20,thankyou soo muchh bro,2023-12-24T17:50:51Z,0,0,0.0,0.0,Neutral
@hariprakash2652,Bro Two days midnight struggling for this single task        Thanks well worthy Video     ,2023-12-24T13:53:20Z,0,0,0.47142857142857136,0.15396825396825398,Positive
@user-dl5bo3xe4f,The command is not in the description,2023-12-02T09:54:36Z,3,0,0.0,0.0,Neutral
@wasgeht2409,THX,2023-12-02T09:02:50Z,1,0,0.0,0.0,Neutral
@SnackCH,super  thx man  u r the best,2023-11-29T19:16:42Z,0,0,0.4833333333333333,0.6666666666666666,Positive
@ashuiet,it helped me    thanks for posting the solution I have tried Chatgpt help even that one is not able to solve,2023-11-26T09:35:44Z,0,0,0.4125,-0.024999999999999994,Negative
@jatinnandwani6678,Thanks so much,2023-11-23T05:42:06Z,0,0,0.2,0.2,Positive
@thebigmonstaandy6644,it  works for me   after git push origin main   i get application connect to GitHub Sign In  after that i need to choose token  and i need to paste my token one more time ,2023-11-06T04:00:20Z,0,0,0.41666666666666663,0.3333333333333333,Positive
@pravintml1517,OMG  Made my day  ,2023-10-19T11:55:18Z,0,0,0.0,0.0,Neutral
@vikisneakers,Thank you  worked nicely,2023-10-18T16:22:16Z,0,0,1.0,0.6,Positive
@bhamarsingh5577,Thank you  Very Nice ,2023-10-10T19:05:01Z,0,0,1.0,0.78,Positive
@invisibleinvisible83,thank you so much  ,2023-10-08T09:59:38Z,0,0,0.2,0.2,Positive
@emilyhuang5704,2 24 why did you skip the repo scope ,2023-09-28T21:49:25Z,1,0,0.0,0.0,Neutral
@user-ec6nx5eq5v,Thanks so much ,2023-09-24T03:02:44Z,0,0,0.2,0.2,Positive
@swiftkatcodefactory,Thank you   helpful ,2023-09-16T08:00:38Z,0,0,0.0,0.0,Neutral
@ashutoshpatel5030,where is command in desc  ,2023-08-10T18:30:18Z,10,0,0.0,0.0,Neutral
@user-bg2vd6px4c,Thanks man,2023-08-09T06:45:04Z,0,0,0.2,0.2,Positive
@guilhermemoraes754,Thanks  you helped me a lot ,2023-06-20T14:37:35Z,0,0,0.2,0.2,Positive
@sandun4983,Thanks bro,2024-04-28T06:15:55Z,0,0,0.2,0.2,Positive
@Amitkumar_0_1,thank you    sir,2024-03-19T03:04:33Z,0,0,0.0,0.0,Neutral
@user-ei5xl2jr2f,Thanks a lot,2024-03-10T17:11:29Z,0,0,0.2,0.2,Positive
@samorozov,Thank you man,2024-02-06T00:19:54Z,0,0,0.0,0.0,Neutral
@joshuabolanoshernandez4911,Tysm    ,2024-01-17T18:04:56Z,0,0,0.0,0.0,Neutral
@amrilhakimsihotang7574,Thanks,2024-01-17T14:09:12Z,0,0,0.2,0.2,Positive
@1murkeybadmayn,did all of this  pg admin refuses to open on my desktop and does not even connect on web either  This pg admin and postgres thing has been giving me a headache for 2 months now  I hate Windows and this silly WSL linux system  it just confuses everything  Everything was so straightforward with macOS ,2023-12-30T17:23:30Z,2,0,0.6625,-0.23125,Negative
@HungNguyen-vz7mh,How can I log in from the 2nd time ,2023-11-29T07:51:41Z,0,0,0.0,0.0,Neutral
@MuhammadIsmail-it1mg,thank u so much   ,2023-11-14T06:24:15Z,0,0,0.2,0.2,Positive
@itstechshow7747,It was very useful video  Thank You    ,2023-11-09T09:57:16Z,0,0,0.0,0.39,Positive
@andriioliinyk4466,Thank you  dude   ,2023-11-08T19:31:28Z,0,0,0.0,0.0,Neutral
@annonymous9459,Thank you so much for this step by step tutorial  ,2023-10-26T14:11:18Z,0,0,0.2,0.2,Positive
@fatihyasar1850,Thank you very much  It was very clear to understand ,2023-10-17T10:29:08Z,0,0,0.37916666666666665,0.195,Positive
@dementekill,Thanks  you are awesome ,2023-10-08T11:50:19Z,0,0,0.6,0.6,Positive
@beckem6758,thanks,2023-10-05T13:15:26Z,0,0,0.2,0.2,Positive
@ShabanuFry-ku9ih,Thank you for creating a video that s easy to follow  ,2023-10-02T11:52:50Z,0,0,0.8333333333333334,0.43333333333333335,Positive
@shamim12314,Thank you,2023-08-23T19:21:39Z,1,0,0.0,0.0,Neutral
@saalimmushtaq3472,Thank you very much for this video,2023-08-17T07:18:01Z,2,0,0.26,0.26,Positive
@zoeyf3960,Do you accept advertise ,2023-06-06T08:58:44Z,1,0,0.0,0.0,Neutral
@AleksandrStrizhevskiy,Thank you for this  I was googling solutions and kept coming up with junk ,2024-04-14T23:11:01Z,0,0,0.0,0.0,Neutral
@umairsarwar7472,thnks,2024-04-13T12:49:18Z,0,0,0.0,0.0,Neutral
@Codeing-di3yf,  ,2024-04-07T17:55:52Z,0,0,0.0,0.0,Neutral
@onimekyo7633,thanks a lot man,2024-04-03T17:27:24Z,0,0,0.2,0.2,Positive
@agony4181,U cool  Ty wm  Work for me   ,2024-03-26T20:28:52Z,0,0,0.65,0.35,Positive
@MaksPlay_777,I love you so much,2024-03-24T12:24:52Z,1,0,0.4,0.35,Positive
@misterbolt2817,Спасибо брат,2024-03-07T19:17:21Z,0,0,0.0,0.0,Neutral
@anh-dev,amazing video  Thanks a lot,2024-03-07T16:47:10Z,0,0,0.55,0.4,Positive
@TechnoSan09,perfectly worked  ,2024-03-06T05:26:16Z,0,0,1.0,1.0,Positive
@omshreepal9174,ERROR   role  postgres_new  does not exist  still same error,2024-02-04T07:45:25Z,0,0,0.125,0.0,Neutral
@raavananrocks4237,Thank u     This was helpful,2024-01-15T16:19:52Z,0,0,0.0,0.0,Neutral
@epsilonzero6977,Did not help  ,2024-01-07T08:39:51Z,1,2,0.0,0.0,Neutral
@tanishkamboj518,Same here man did you solve it yourself  ,2024-01-28T08:54:29Z,0,,0.125,0.0,Neutral
@epsilonzero6977, tanishkamboj518  my problem appeared while I was configurating django ssh remote DB  My solution was to change port from number to variable val  that SshTunnelForvarder returned    PORT   ssh_tunnel local_bind_port,2024-01-28T09:38:23Z,0,,0.2,-0.1,Negative
@berilkoksal6553,THANK U ,2024-01-04T00:24:18Z,0,0,0.0,0.0,Neutral
@MafuzinDaMetralhadora,Thank you very much,2023-12-31T00:01:46Z,0,0,0.26,0.26,Positive
@L.M.N.,thank you  man   ,2023-11-17T14:56:56Z,0,0,0.0,0.0,Neutral
@vykuntaraotangudu7420,Am using command prompt   Will the first 2 commands works if postgresql installed from the back end,2023-11-12T10:33:20Z,0,0,0.16666666666666666,0.125,Positive
@Hakan.X,Good job  simple guiding   ,2023-11-04T18:07:10Z,0,0,0.47857142857142865,0.35,Positive
@dmitrysorokin605,God bless you  ma boy ,2023-11-01T14:51:15Z,0,0,0.0,0.0,Neutral
@vitaliisamchuk1999,simple and works  good,2023-10-20T12:42:39Z,0,0,0.47857142857142865,0.35,Positive
@Little_Tales_India,tx bro ,2023-10-14T19:33:10Z,0,0,0.0,0.0,Neutral
@DianaMValencia,very useful video  tysm,2023-09-22T06:25:46Z,0,0,0.0,0.39,Positive
@rustamsai3138,Thank you  bro  And a few words to support the channel ,2023-09-18T08:25:13Z,0,0,0.1,-0.2,Negative
@WellsJhones,,2023-09-17T09:22:44Z,0,0,0.0,0.0,Neutral
@fredericotannous6154,i love you so much,2023-09-14T23:24:55Z,0,0,0.4,0.35,Positive
@Diegoneitor,tenkiu  no hablo ingles pero lo entendi todo claritamente  y me funciono  Gracias,2023-08-26T17:03:33Z,0,0,0.0,0.0,Neutral
@user-wn7sh3eh5n,This is the only solution that worked  Thanks a lot ,2023-08-04T11:16:54Z,0,0,0.6,0.1,Positive
@chilkaswami,your video solved my problem  Thanks,2023-07-30T17:39:10Z,0,0,0.2,0.2,Positive
@pragatisutar803,Thanks  ,2023-07-11T11:43:49Z,0,0,0.2,0.2,Positive
@malikrumi1206,THANK YOU  I just upgraded my postgres  something I hadn t bothered with in years  I felt like a completely lost newbie  and then    there you were     ,2023-07-03T21:03:14Z,0,0,0.4,0.1,Positive
@gisehenriquez2877,Thanks you   ,2023-06-29T17:33:28Z,0,0,0.2,0.2,Positive
@JoaoMarcosDev,That worked perfectly  Thank you ,2023-06-18T21:17:21Z,0,0,1.0,1.0,Positive
@mathecas,GENIUS  AWESOME  Thank you very much    ,2023-06-08T05:36:52Z,0,0,0.63,0.63,Positive
@SakshiJagtap-mh3vq,best video on git and github,2024-04-16T11:13:03Z,0,0,0.3,1.0,Positive
@oscarjoselopezdiaz89,I love u ,2024-04-15T14:38:04Z,0,0,0.6,0.5,Positive
@subrotachandrasharker6129,Thanks boss,2024-03-30T20:43:00Z,0,0,0.2,0.2,Positive
@ArsalanAcademy5160,Thanks for telling,2024-03-28T10:39:22Z,0,0,0.2,0.2,Positive
@mathteacher1729,THANK YOU  Your video is exceptionally clear and well explained  I appreciate you taking the time to show the commands and explain the steps like this  Hope you are having a great day   ,2024-03-10T14:55:59Z,0,0,0.5666666666666667,0.45,Positive
@skgskg76,This video came as a life saver  I was stuck for days trying to shift to linux   Pushing code wasn t just happening   For days I kept coding in windows even after installing ubuntu  Now I think I don t need to   Finally   I m moving my repos to linux as well  Thank You for making such educative videos  ,2024-03-05T00:57:54Z,0,0,0.75,0.0,Neutral
@getorix0,Finally a step by step tutorial  thank you ,2024-02-22T08:08:27Z,1,0,1.0,0.0,Neutral
@manojkumar-le2ec,Thanks you sir I was stuck but because of your video I have done  ,2024-02-16T16:41:53Z,1,0,0.2,0.2,Positive
@user-ng6pm8io3l,life saver ,2024-02-09T19:06:48Z,0,0,0.0,0.0,Neutral
@shaikabdul887,Thanks for your guidance,2024-02-09T07:42:35Z,0,0,0.2,0.2,Positive
@peter.lazarov,Thank you  Perfectly explained and working ,2024-02-04T18:07:24Z,0,0,1.0,1.0,Positive
@anuragshrestha542,thankxx,2024-01-28T12:38:26Z,0,0,0.0,0.0,Neutral
@nickdaboss03,Completely new to coding and have been struggling with Git and Github for 2 days  So confusing and unintuitive to me  This has saved me and worked completely  Whichever god s  you believe in  may they bless you mightily  and if you don t believe in one then may life in general bless you,2024-01-23T15:38:38Z,3,0,0.5309090909090909,0.0772727272727273,Positive
@vennisabarfi958,This was so helpful  Thanks ,2024-01-01T20:15:42Z,0,0,0.2,0.2,Positive
@iyedguizeni1781,amazing  ,2023-11-28T21:40:10Z,0,0,0.9,0.6000000000000001,Positive
@KBralMG,thank you  I was lost in authentication process,2023-11-01T13:14:15Z,0,0,0.0,0.0,Neutral
@samuelpope7798,Thanks ,2023-10-18T06:47:48Z,0,0,0.2,0.2,Positive
@frengzkermova7256,thank  you so much  ,2023-10-06T13:20:25Z,0,0,0.2,0.2,Positive
@vedmohan001,its asking like tell me who you arre,2023-09-28T14:53:25Z,0,0,0.0,0.0,Neutral
@mohamedfarook7110,thank you  it very useful thanks,2023-07-15T14:53:50Z,0,0,0.1,0.29500000000000004,Positive
@jesufemiadejare7461,Video s so good and apt  i have to subcribe  ,2024-05-01T23:36:02Z,0,0,0.8,0.6499999999999999,Positive
@jesufemiadejare7461,Thanks a lot bro   I spent like 2 hours trying  to install a deb file for SQL electron  but this video help me out in like 1 minutes ,2024-05-01T23:34:37Z,0,0,0.15000000000000002,0.05,Positive
@AntonioLassanceBrasil,Simply the best video about how to solve this problem  Thank you very much ,2024-04-04T19:43:24Z,1,0,0.3057142857142857,0.42,Positive
@MohammedAhmed-mr5px,Thanks man  a very informative  clear and concise video ,2024-02-24T11:48:30Z,1,0,0.37083333333333335,0.15,Positive
@user-iy4sr3qk2c,Thanks,2024-02-20T10:16:05Z,0,0,0.2,0.2,Positive
@armitx9,i got  sudo  dpkg  command not found ,2024-02-14T18:23:13Z,0,1,0.0,0.0,Neutral
@flipogreen,first do sudo apt install dpkg to install the installer,2024-05-04T02:32:25Z,0,,0.6666666666666666,0.425,Positive
@LandonEmma,I m on windows and it says It needs dependentcies,2024-01-21T20:22:45Z,1,0,0.0,0.0,Neutral
@Kannadiga_gamer1,Bro litraly  thanx bro i was finding this video from 2 3 months thanx for information,2024-01-01T13:30:18Z,0,0,0.0,0.0,Neutral
@Falaffel-Doenerspiess,thx,2023-12-09T15:26:29Z,0,0,0.0,0.0,Neutral
@mnk4_all_caps,thnx,2023-09-29T15:02:13Z,0,0,0.0,0.0,Neutral
@shisamo,I used the same way to install chrome  But in the application privacy under settings  It didn t show the option to allow chrome access camera and microphone   But Firefox do show the option  May I ask anyway to fix it  Thanks,2024-03-12T05:10:16Z,0,0,0.1625,0.1,Positive
@Nr-fs4fb,    those who think that it s work on win11 because title said so,2024-04-07T18:53:32Z,0,0,0.0,0.0,Neutral
@def5593,no meu não estava funcionando até baixar pelo site que ela mostrou  No meu win10 funcionou  Obrigado ,2024-04-03T11:49:22Z,0,0,0.0,0.0,Neutral
@amarabandurupasinghe2389,didnt work for windows 11  ,2024-03-27T04:35:44Z,1,0,0.0,0.0,Neutral
@AbcXyz-oe2gg,Gutkha khate hue bol rahi hai kya  why are you speaking like this  speak normal  don t bring western accents,2024-01-15T09:45:02Z,1,0,0.32499999999999996,0.075,Positive
@tariqishtiaq6176,how it works in windows 11,2023-12-06T13:41:06Z,0,0,0.0,0.0,Neutral
@foridulislam2679,Fake title     dont work windows 11,2023-09-11T08:37:47Z,9,0,1.0,-0.5,Negative
@RaverSnowLep,Thank you ,2023-08-06T10:48:44Z,0,0,0.0,0.0,Neutral
@Jemands,Dont work on Win11   ,2023-06-28T09:10:21Z,10,0,0.0,0.0,Neutral
@johnholt96,Done  Thanks ,2023-06-27T00:41:55Z,0,0,0.2,0.2,Positive
